credit_score,country,age_group_gender,balance_per_age,balance_per_tenure,salary_per_products,active_member,estimated_salary,churn
684,Germany,forties_Male,2802.1666666666665,58845.5,23135.65,1,23135.65,1
633,France,thirties_Male,3423.991142857143,10894.517272727271,32837.735,0,65675.47,0
589,France,forties_Male,2605.210652173913,11983.969,85338.335,0,170676.67,0
750,Germany,thirties_Female,3599.992162162162,66599.855,13683.385,1,27366.77,0
771,Spain,fifties_Male,2656.991764705882,22584.43,50826.54666666667,1,152479.64,1
812,Germany,thirties_Male,3853.155757575757,42384.71333333333,52691.745,1,105383.49,0
539,Spain,thirties_Male,3072.812564102564,39946.56333333333,24094.97,1,48189.94,0
670,Germany,forties_Female,1178.7807142857143,8251.465,33441.33666666666,1,100324.01,0
673,France,forties_Male,2922.919268292683,19973.281666666662,65657.29,1,65657.29,0
538,France,sixties_Female,1210.5079032258066,18762.8725,17682.02,0,17682.02,1
575,Spain,fifties_Male,2383.1775,13769.47,111342.66,0,111342.66,1
682,France,forties_Male,2922.919268292683,17119.955714285716,67079.045,1,134158.09,1
712,France,thirties_Male,4661.199393939393,38454.895,79176.09,0,79176.09,1
598,Spain,thirties_Female,3072.812564102564,19973.281666666662,41551.73,1,83103.46,0
776,Spain,thirties_Male,3994.656333333333,17119.955714285716,31954.43,1,63908.86,0
606,Spain,twenties_Female,3061.643043478261,6401.617272727272,90896.04,1,90896.04,0
686,Spain,thirties_Male,2933.812631578948,13935.61,76076.2,1,76076.2,0
850,Spain,thirties_Male,3851.157368421053,73171.99,103902.11,1,103902.11,0
642,France,seventies_Male,2229.736111111112,80270.5,71111.97,1,142223.94,0
606,Germany,twenties_Male,4824.972592592592,43424.75333333333,73766.545,0,147533.09,0
627,France,twenties_Female,4713.953333333334,12374.1275,169156.64,1,169156.64,0
850,Spain,thirties_Male,3328.880277777778,119839.69,70621.285,0,141242.57,0
850,Germany,thirties_Male,4432.1040625,14182.732999999998,74729.365,1,149458.73,0
724,France,forties_Female,2751.36125,15722.064285714285,86950.72,1,86950.72,0
579,France,twenties_Male,4279.988928571429,23967.938,88462.845,1,176925.69,0
727,Spain,twenties_Male,4279.988928571429,59919.845,40357.39,0,40357.39,0
813,Germany,thirties_Female,2724.6691666666666,14012.584285714283,26687.22,1,26687.22,1
642,France,forties_Male,2464.943125,11831.727,19675.745,0,78702.98,1
669,Spain,twenties_Male,5447.2586363636365,10894.517272727271,88081.87,0,176163.74,0
574,Germany,fifties_Male,1847.6759259259256,49887.25,4896.11,0,4896.11,1
774,France,thirties_Female,3744.9903125,23967.938,57449.565,0,114899.13,0
735,France,thirties_Female,3153.676052631579,59919.845,30740.04,0,92220.12,1
639,Spain,twenties_Female,4955.797777777778,14867.393333333332,3125.65,0,6251.3,0
738,Spain,forties_Male,2723.6293181818182,39946.56333333333,21509.41,0,43018.82,1
835,France,thirties_Male,3906.0403125,13888.143333333332,13774.03,1,27548.06,0
637,Spain,forties_Female,3582.331363636363,157622.58,120454.2,1,120454.2,0
589,Germany,forties_Male,2627.325208333333,21018.601666666666,133961.19,1,133961.19,0
591,France,forties_Male,3848.842142857143,16165.137,65876.985,1,131753.97,0
723,France,forties_Female,3571.4237500000004,17857.11875,19009.87,0,38019.74,0
831,Germany,forties_Male,2525.0222727272726,27775.245,28144.07,1,28144.07,1
733,Spain,thirties_Male,2940.525142857143,11435.375555555556,45959.86,1,45959.86,0
731,France,thirties_Female,3994.656333333333,19973.281666666662,94764.36,0,189528.72,0
654,France,forties_Male,2549.7806382978724,10894.517272727271,85240.99,0,170481.98,0
828,France,thirties_Male,3238.9105405405408,23967.938,47422.725,0,94845.45,0
590,Spain,twenties_Male,5693.891363636364,15658.20125,161253.08,1,161253.08,0
657,France,thirties_Male,2229.737297297297,16500.056,115260.72,1,115260.72,0
531,Germany,sixties_Female,2746.16984375,58584.956666666665,30360.7,1,60721.4,0
516,France,forties_Female,2327.39,15626.761428571428,121365.45,0,121365.45,0
561,France,thirties_Male,2714.6854054054056,50221.68,50846.865,1,101693.73,0
682,Spain,fifties_Female,1538.9392592592592,83102.72,27066.465,1,54132.93,0
575,Spain,twenties_Male,4279.988928571429,14979.96125,10666.05,1,10666.05,0
623,France,twenties_Female,4279.988928571429,23967.938,20613.835,0,41227.67,0
642,France,forties_Female,2995.99225,14979.96125,5356.41,0,10712.82,0
779,France,forties_Female,2401.880625,38430.09,98912.69,0,98912.69,1
671,France,forties_Female,2853.3259523809525,17119.955714285716,98601.24,0,197202.48,0
495,France,forties_Female,3504.94275,70098.855,75360.195,0,150720.39,0
850,France,twenties_Female,3758.762142857143,52622.67,74780.13,1,74780.13,0
630,France,fifties_Male,2396.7938,13315.521111111111,39688.725,1,79377.45,0
588,France,thirties_Male,3744.9903125,59919.845,4381.935,1,8763.87,0
562,Germany,thirties_Male,4065.6037142857135,35574.0325,177112.7,1,177112.7,0
740,Spain,fifties_Female,1769.5951785714285,19819.466,85016.64,1,85016.64,1
695,France,twenties_Male,6109.621071428572,28511.565,44344.7,1,88689.4,0
589,France,thirties_Female,3072.812564102564,14979.96125,47992.82,0,95985.64,0
607,France,thirties_Female,3307.221935483871,51261.94,166792.71,1,166792.71,0
794,France,thirties_Male,3423.991142857143,17119.955714285716,34365.455,1,68730.91,0
580,Germany,forties_Male,3258.8879545454547,14339.107,146891.07,0,146891.07,1
644,Germany,forties_Female,2409.6075,11780.303333333331,74363.71,0,148727.42,0
636,Spain,thirties_Female,3328.880277777778,59919.845,43134.58,0,43134.58,0
599,Germany,thirties_Male,3582.228055555556,32240.0525,20159.165,1,40318.33,0
507,France,thirties_Female,3423.991142857143,39946.56333333333,48816.965,0,97633.93,0
682,France,forties_Female,2496.660208333333,14979.96125,32534.515,0,65069.03,0
714,France,twenties_Female,4993.3204166666665,14979.96125,83167.5,0,166335.0,0
696,France,twenties_Female,5057.7036,14049.176666666666,121904.44,0,121904.44,0
599,Spain,fifties_Male,2349.797843137255,119839.69,175235.99,1,175235.99,0
577,France,thirties_Male,3439.495945945946,42420.45,56185.05,0,56185.05,0
733,Spain,thirties_Female,3744.9903125,19973.281666666662,65812.57,0,131625.14,0
647,France,thirties_Female,3631.505757575758,23967.938,152323.04,0,152323.04,0
831,France,thirties_Female,3524.6967647058823,39946.56333333333,82920.47,0,165840.94,0
543,Germany,thirties_Male,2449.3683333333333,10497.292857142858,176692.65,1,176692.65,0
679,France,thirties_Male,4721.040294117647,20064.42125,121904.14,0,121904.14,0
713,Germany,sixties_Female,2451.235081967213,29905.068,61831.815,0,123663.63,0
690,Germany,forties_Male,3872.622790697674,55507.59333333333,119644.59,0,119644.59,1
751,France,twenties_Male,4673.672413793103,67768.25,66825.33,0,66825.33,0
613,Germany,forties_Female,2801.8997674418606,10952.880909090907,94875.03,0,94875.03,1
701,Spain,twenties_Male,3693.618571428572,51710.66,76304.73,1,76304.73,0
698,France,thirties_Male,4110.870606060606,22609.78833333333,19877.5,1,39755.0,0
451,France,thirties_Female,3328.880277777778,39946.56333333333,90071.21,1,180142.42,0
665,France,twenties_Male,6835.8150000000005,21266.98,41619.2,0,83238.4,0
726,Germany,fifties_Male,1890.087,9450.435,5078.9,1,5078.9,0
608,Germany,forties_Female,2866.996363636364,21024.64,132424.69,1,132424.69,1
549,France,forties_Female,2605.210652173913,14979.96125,109057.56,1,109057.56,0
803,France,thirties_Male,3631.505757575758,17119.955714285716,57838.305,0,115676.61,0
663,France,forties_Male,2037.768139534884,17524.806,74700.665,0,149401.33,0
558,France,forties_Female,3415.500666666667,76848.765,44945.7,0,89891.4,1
714,France,twenties_Female,4793.5876,23967.938,41250.42,0,82500.84,0
704,France,thirties_Male,3072.812564102564,19973.281666666662,6416.92,0,6416.92,0
805,Germany,forties_Female,2590.7993333333334,11658.597,189428.75,0,189428.75,1
659,Germany,thirties_Male,3954.8405882352936,13446.458,89416.67,0,178833.34,0
738,Germany,sixties_Male,1338.8437096774194,7546.21,42766.03,1,42766.03,0
635,Spain,thirties_Male,3246.7188571428574,37878.386666666665,90883.12,0,90883.12,0
530,Spain,thirties_Female,3328.880277777778,14979.96125,40309.545,0,80619.09,0
661,Germany,forties_Male,2989.0848780487804,20425.41333333333,60323.2,1,120646.4,0
531,Spain,thirties_Male,3835.466129032258,39633.15,20704.68,0,41409.36,0
694,France,twenties_Female,3438.409310344828,16618.978333333333,112317.89,0,112317.89,0
731,France,thirties_Female,3328.880277777778,17119.955714285716,152128.36,0,152128.36,0
556,France,thirties_Female,3728.0061111111113,44736.07333333333,177670.57,1,177670.57,0
647,Germany,forties_Female,2095.2841463414634,42953.325,63053.32333333333,0,189159.97,0
850,Germany,thirties_Male,4303.5703125,34428.5625,159403.68,1,159403.68,0
573,Spain,thirties_Male,4872.057575757575,80388.95,149536.15,1,149536.15,0
591,France,forties_Male,2663.1042222222222,19973.281666666662,77746.435,1,155492.87,0
723,France,twenties_Male,5706.651904761905,23967.938,12423.51,0,24847.02,0
617,France,twenties_Male,4103.4352,51292.94,57693.7,1,115387.4,0
704,Germany,thirties_Female,2629.645641025641,9323.289090909091,85985.625,0,171971.25,1
457,Germany,forties_Male,3018.394523809524,25354.514000000003,126106.4,1,126106.4,0
787,Germany,thirties_Female,4167.716578947368,39593.3075,28228.35,1,28228.35,0
651,France,thirties_Female,3524.6967647058823,11983.969,69056.855,0,138113.71,0
612,Germany,forties_Male,3379.2166666666667,23654.516666666663,43018.98,1,43018.98,0
828,Spain,forties_Male,2337.804680851064,54938.41,41805.725,0,83611.45,1
724,France,thirties_Female,3524.6967647058823,39946.56333333333,59431.69,1,118863.38,0
648,Germany,forties_Male,2531.131590909091,11136.979,45973.87,1,91947.74,0
569,Spain,thirties_Male,3341.9814285714288,29242.3375,94488.82,0,94488.82,0
765,Germany,thirties_Female,4021.4561764705886,15192.16777777778,23529.105,0,47058.21,0
577,Germany,forties_Female,3456.503409090909,76043.075,44719.5,1,44719.5,1
603,Spain,forties_Male,2605.210652173913,39946.56333333333,87239.27,0,174478.54,0
568,Spain,twenties_Male,4546.045714285714,63644.64,45611.51,0,45611.51,0
748,Germany,forties_Male,2663.378,39950.67,73853.94,0,73853.94,1
573,Spain,thirties_Male,3153.676052631579,23967.938,98258.715,1,196517.43,0
771,Spain,forties_Female,2922.919268292683,19973.281666666662,46457.335,1,92914.67,0
763,France,thirties_Male,3423.991142857143,11983.969,31372.91,1,31372.91,0
410,France,thirties_Female,3348.1068571428573,14647.9675,109733.73,1,109733.73,0
728,France,thirties_Male,3936.5948484848486,14434.181111111113,36083.96,1,36083.96,0
655,Spain,seventies_Female,1536.406282051282,39946.56333333333,94217.69,1,188435.38,0
580,Germany,thirties_Female,4038.536666666667,20769.617142857143,84981.6,1,169963.2,1
712,France,thirties_Male,3560.463714285714,15577.02875,69320.97,1,69320.97,0
680,France,thirties_Male,3865.796451612903,11983.969,18072.765,0,36145.53,0
383,Spain,forties_Female,1996.0039583333328,10645.354444444443,137702.01,0,137702.01,1
721,France,thirties_Male,3423.991142857143,10894.517272727271,35797.13,0,71594.26,0
620,France,forties_Female,2853.3259523809525,59919.845,32782.96,1,65565.92,0
774,Spain,thirties_Female,3254.230555555556,13016.922222222223,101828.39,0,101828.39,0
563,France,thirties_Male,3035.734857142857,26562.68,39546.32,0,39546.32,0
850,Germany,twenties_Female,4142.14,12426.42,55402.895,1,110805.79,0
681,France,forties_Male,2064.3236170212767,9702.321,2168.13,1,2168.13,0
631,France,thirties_Female,4441.53935483871,15298.635555555556,190067.12,0,190067.12,0
614,Spain,forties_Female,2833.7125,28337.125,77789.01,1,77789.01,0
704,Spain,twenties_Male,5087.9075,11100.889090909091,127654.37,1,127654.37,0
786,France,thirties_Male,3764.1375,40150.8,39801.43,0,79602.86,0
534,France,fifties_Female,2261.1262264150946,14979.96125,40309.585,1,80619.17,0
590,Spain,thirties_Male,1935.657352941177,65812.35,80173.15,1,160346.3,0
583,Spain,forties_Female,1360.70925,13607.0925,109638.78,0,109638.78,1
656,France,seventies_Female,1597.8625333333334,29959.9225,638.435,1,1276.87,0
597,France,thirties_Male,3631.505757575758,11983.969,24687.41,0,49374.82,0
588,Germany,forties_Female,2984.99125,71639.79,15790.4,0,31580.8,1
667,Germany,thirties_Male,3245.2078125,103846.65,20560.69,0,20560.69,0
627,France,thirties_Male,3383.536756756757,41730.28666666667,84584.69,1,84584.69,0
708,France,thirties_Female,3631.505757575758,13315.521111111111,7623.415,1,15246.83,0
641,France,sixties_Male,589.8464615384615,5477.145714285713,32607.77,0,32607.77,1
527,Germany,twenties_Female,4421.535,41267.66,77923.345,1,155846.69,0
592,France,thirties_Male,2612.19,24162.7575,3232.82,1,3232.82,0
465,France,thirties_Male,3631.505757575758,13315.521111111111,88834.275,0,177668.55,0
628,France,thirties_Male,3072.812564102564,17119.955714285716,67220.8,0,134441.6,0
678,France,forties_Male,3098.5397674418605,66618.605,111032.79,0,111032.79,1
570,France,sixties_Female,2329.5959016393444,20300.76428571429,45214.04,1,45214.04,0
815,France,thirties_Male,4489.605945945947,83057.71,67208.3,0,67208.3,0
817,France,thirties_Female,2191.09027027027,11581.477142857142,40492.94,0,80985.88,0
717,France,thirties_Male,3423.991142857143,23967.938,167573.06,1,167573.06,0
641,France,fifties_Female,2336.519245283019,123835.52,80055.325,1,160110.65,0
624,France,fifties_Male,2419.635882352941,11218.311818181815,63912.625,1,127825.25,0
579,Germany,forties_Male,3456.679795918368,33875.462,123535.05,1,123535.05,0
698,France,thirties_Male,3421.4536842105263,43338.41333333334,41595.3,1,41595.3,0
645,France,thirties_Male,3744.9903125,23967.938,48814.04,1,97628.08,0
691,France,thirties_Male,3939.2952941176472,14881.782222222224,45679.895,0,91359.79,0
638,France,thirties_Male,3368.919705882353,16363.324285714289,97755.29,1,97755.29,0
705,France,thirties_Female,3864.344193548387,29948.6675,182528.44,0,182528.44,0
720,France,thirties_Male,3631.505757575758,11983.969,71478.24,1,142956.48,0
553,Spain,forties_Male,2723.6293181818182,23967.938,10789.3,0,10789.3,0
658,France,twenties_Female,4132.403103448276,13315.521111111111,65230.545,1,130461.09,0
648,Germany,thirties_Female,4910.5934375,17459.887777777778,63664.82666666667,0,190994.48,1
636,Spain,forties_Male,2663.1042222222222,29959.9225,79731.9,1,159463.8,0
527,Germany,forties_Female,3334.957073170732,12430.294545454544,57589.29,1,57589.29,0
717,Germany,twenties_Female,2946.3621428571428,8249.814,20218.835,0,40437.67,0
614,Spain,thirties_Male,3895.254615384615,37978.7325,56459.45,0,56459.45,0
737,France,forties_Male,1862.57976744186,80090.93,39920.0,0,39920.0,1
587,Spain,fifties_Male,1641.9474509803922,20934.83,148798.45,1,148798.45,0
682,France,thirties_Female,5176.184,60388.81333333333,63737.19,1,63737.19,1
710,France,thirties_Male,3436.5478947368424,32647.205,154997.64,1,154997.64,0
507,France,forties_Male,2853.3259523809525,17119.955714285716,17388.615,0,34777.23,0
609,Germany,thirties_Male,2852.3233333333333,13446.667142857144,93718.16,0,93718.16,0
786,France,thirties_Male,3744.9903125,11983.969,66556.205,0,133112.41,0
688,France,thirties_Male,3895.938947368421,18505.71,175479.92,0,175479.92,1
710,France,thirties_Male,3153.676052631579,39946.56333333333,48.135,0,96.27,0
779,Spain,thirties_Male,3631.505757575758,29959.9225,15402.34,0,30804.68,0
733,France,forties_Female,3821.950909090909,24023.691428571427,197193.49,1,197193.49,0
583,Germany,twenties_Female,2801.3676923076923,6621.414545454545,48396.075,0,96792.15,0
627,France,forties_Male,2922.919268292683,29959.9225,66359.9,0,132719.8,0
666,Germany,thirties_Male,3974.583225806452,30803.02,56078.655,1,112157.31,0
620,Spain,thirties_Male,3153.676052631579,119839.69,19007.67,1,38015.34,0
614,Spain,thirties_Female,3072.812564102564,17119.955714285716,82009.49,1,164018.98,0
606,France,forties_Male,2987.547,17071.697142857145,23387.47,0,46774.94,0
700,Germany,thirties_Female,3706.431538461538,24091.805,94832.215,1,189664.43,0
677,Germany,thirties_Male,3727.3355882352944,31682.3525,26106.39,1,26106.39,1
850,Germany,thirties_Male,3332.8908333333334,19997.345,191535.11,0,191535.11,1
564,France,thirties_Male,3423.991142857143,23967.938,158937.55,0,158937.55,0
771,Spain,fifties_Female,2139.9944642857145,39946.56333333333,25222.6,1,25222.6,1
620,Spain,forties_Male,2892.620238095238,12149.005,29296.74,1,29296.74,0
610,Spain,forties_Male,1997.7782608695647,15316.3,54394.28,0,54394.28,0
609,Spain,thirties_Male,3575.480769230769,46481.25,4617.03,0,9234.06,0
683,Germany,thirties_Male,4141.770571428571,24160.32833333333,26796.73,1,26796.73,0
633,Germany,forties_Male,3000.976666666667,31510.255,11796.89,1,11796.89,0
676,Germany,twenties_Male,2480.680357142857,34729.525,64230.645,1,128461.29,0
693,France,thirties_Male,5219.441315789473,24792.34625,7139.09,1,14278.18,0
709,France,thirties_Male,3328.880277777778,119839.69,23405.885,0,46811.77,0
569,Germany,thirties_Male,3119.904571428572,36398.886666666665,36464.39666666667,0,109393.19,1
684,Spain,thirties_Female,3530.75,33542.125,1322.1666666666667,0,3966.5,1
565,France,thirties_Male,3524.6967647058823,17119.955714285716,63173.64,1,63173.64,0
681,France,twenties_Male,4132.403103448276,13315.521111111111,66367.33,0,66367.33,0
503,Spain,thirties_Female,3328.880277777778,11983.969,8137.335,1,16274.67,0
656,France,forties_Male,2995.99225,39946.56333333333,90276.74,1,180553.48,0
566,Germany,sixties_Male,1847.698615384616,24020.082,107563.16,0,107563.16,1
592,France,sixties_Female,1932.898225806452,19973.281666666662,100941.57,1,100941.57,0
687,Spain,fifties_Female,2396.7938,19973.281666666662,55115.2,0,110230.4,0
686,Spain,twenties_Male,5447.2586363636365,13315.521111111111,71165.925,0,142331.85,0
616,Spain,thirties_Male,3994.656333333333,39946.56333333333,99549.755,0,199099.51,0
494,Spain,sixties_Male,1788.6520895522387,19973.281666666662,42945.08,1,85890.16,0
534,France,thirties_Male,3153.676052631579,29959.9225,143938.27,0,143938.27,0
695,Spain,thirties_Female,3865.796451612903,13315.521111111111,65822.205,1,131644.41,0
579,Spain,thirties_Female,3865.796451612903,11983.969,56197.99,0,112395.98,0
432,Germany,thirties_Male,3567.363157894737,45186.6,35928.15,1,71856.3,0
816,Germany,twenties_Female,6014.214,50118.45,17885.42,1,35770.84,0
730,France,thirties_Female,3238.9105405405408,59919.845,62182.315,1,124364.63,0
593,France,thirties_Female,3813.974857142857,19069.87428571429,39050.645,1,78101.29,0
715,Germany,thirties_Female,2851.062432432432,10548.931,143096.49,0,143096.49,1
775,Germany,twenties_Male,2408.208,5473.2,7036.555,0,14073.11,0
539,France,thirties_Male,3153.676052631579,19973.281666666662,23694.205,0,47388.41,0
576,Spain,teenager_Male,6307.352105263158,17119.955714285716,36153.035,0,72306.07,0
617,Spain,fifties_Male,2396.7938,14979.96125,184839.7,0,184839.7,1
688,France,forties_Male,2995.99225,17119.955714285716,47886.44,1,47886.44,0
608,France,thirties_Male,3631.505757575758,23967.938,130474.03,1,130474.03,0
597,Spain,thirties_Male,3423.991142857143,11983.969,24393.796666666665,1,73181.39,1
670,France,forties_Female,2674.6102380952384,16047.66142857143,65706.86,1,65706.86,0
616,Germany,fifties_Female,2051.52298245614,14617.10125,104379.36,1,104379.36,0
579,Germany,fifties_Female,2354.4204,19620.17,192146.63,1,192146.63,1
786,France,thirties_Male,4483.681621621622,20737.0275,33488.84,1,66977.68,0
704,Spain,forties_Female,3492.2011363636366,15365.685,158742.81,0,158742.81,0
796,France,fifties_Female,1883.28,47082.0,189414.74,1,189414.74,0
598,Spain,thirties_Male,3072.812564102564,59919.845,79565.16,0,159130.32,0
602,France,forties_Male,3914.4638775510207,191808.73,97640.2,0,97640.2,0
619,France,fifties_Male,2624.1263793103444,25366.555,86022.09,1,86022.09,0
492,Germany,fifties_Female,2411.466153846154,13932.915555555555,10014.72,0,10014.72,1
641,Germany,forties_Male,2546.4765853658537,13050.6925,5794.736666666667,0,17384.21,0
518,France,twenties_Female,4955.610740740741,66900.745,143315.57,1,143315.57,0
623,Spain,forties_Female,2995.99225,23967.938,10556.393333333332,0,31669.18,0
733,France,twenties_Female,4279.988928571429,19973.281666666662,6380.58,0,12761.16,0
625,Germany,forties_Male,2382.0792857142856,14292.475714285714,93429.95,0,93429.95,0
759,France,thirties_Female,3543.503225806452,54924.3,42012.55,1,42012.55,0
604,France,thirties_Female,3995.293125,15981.1725,15798.7,0,15798.7,0
512,Spain,forties_Female,2605.210652173913,29959.9225,28204.07,1,56408.14,0
520,France,twenties_Female,3308.543448275862,10660.862222222222,4696.44,0,4696.44,0
805,Spain,twenties_Male,4609.218846153846,39946.56333333333,12521.05,1,25042.1,0
626,France,forties_Male,3200.8997674418606,27527.738,130442.08,0,130442.08,1
656,France,thirties_Male,3153.676052631579,10894.517272727271,136521.82,1,136521.82,0
785,Spain,forties_Male,2922.919268292683,14979.96125,99554.44,1,199108.88,0
553,France,thirties_Male,3865.796451612903,17119.955714285716,62298.315,0,124596.63,0
569,France,forties_Female,2723.6293181818182,23967.938,67197.39,0,134394.78,0
670,France,thirties_Male,2353.0786842105263,8128.817272727273,144275.39,0,144275.39,0
586,Spain,forties_Male,2853.3259523809525,17119.955714285716,61705.115,1,123410.23,0
617,Spain,forties_Female,2663.1042222222222,59919.845,143298.06,0,143298.06,0
508,France,sixties_Female,2387.7006666666666,17907.755,129562.74,1,129562.74,0
624,Spain,thirties_Female,3418.755714285714,14957.05625,2297.525,1,4595.05,0
654,France,twenties_Male,4584.64275862069,26590.928000000004,146715.07,1,146715.07,0
681,Germany,forties_Female,2391.061363636364,26301.675,81779.18,1,163558.36,0
578,Spain,twenties_Male,4279.988928571429,23967.938,3473.545,0,6947.09,0
621,Spain,thirties_Female,2244.8989189189188,8306.126,4585.27,0,9170.54,0
632,France,forties_Male,3691.267,24608.446666666667,199674.83,1,199674.83,0
644,France,forties_Male,1667.0127272727273,12224.76,157166.79,0,157166.79,1
821,France,twenties_Male,4279.988928571429,39946.56333333333,23036.26,0,46072.52,0
754,France,thirties_Female,3153.676052631579,39946.56333333333,1762.345,0,3524.69,0
568,Spain,twenties_Female,4308.173333333333,58160.34,45563.94,1,45563.94,0
584,France,thirties_Male,3631.505757575758,29959.9225,29551.565,1,59103.13,0
549,France,twenties_Female,4132.403103448276,13315.521111111111,94779.22,1,189558.44,0
729,France,thirties_Female,3153.676052631579,14979.96125,22889.95,0,45779.9,0
523,France,sixties_Male,1086.0772131147542,7361.19,21859.06,1,21859.06,0
477,Germany,twenties_Female,3986.4841666666666,31891.873333333333,81349.85,0,162699.7,1
675,Germany,forties_Male,2205.158095238095,30872.213333333333,4283.59,0,8567.18,0
782,Spain,forties_Female,2922.919268292683,23967.938,132943.88,0,132943.88,0
616,Spain,thirties_Female,3328.880277777778,17119.955714285716,12916.32,1,12916.32,1
738,Spain,thirties_Female,2717.998378378378,11173.993333333334,128799.86,1,128799.86,0
717,Spain,forties_Female,4531.09,31717.63,99347.8,0,99347.8,1
526,Germany,thirties_Female,3386.7542857142857,11853.64,40980.87,0,40980.87,1
660,France,teenager_Male,6718.402105263158,21274.94,40368.65,1,40368.65,0
525,France,thirties_Male,4724.536285714285,20669.84625,94738.54,1,94738.54,0
629,Spain,twenties_Male,4132.403103448276,17119.955714285716,44421.4,1,88842.8,0
616,Germany,thirties_Female,2173.598055555556,7113.5936363636365,136934.91,0,136934.91,0
521,Germany,sixties_Female,2052.36,125193.96,109356.53,1,109356.53,0
691,France,twenties_Female,4132.403103448276,11983.969,99817.965,0,199635.93,0
687,Germany,forties_Female,3756.2734146341454,51335.73666666666,158408.23,0,158408.23,0
677,Spain,forties_Female,3098.020465116279,33303.72,47968.42,1,95936.84,0
695,Spain,sixties_Male,2320.681428571429,73101.465,126688.83,1,126688.83,1
663,France,twenties_Female,4438.507037037037,11983.969,75425.145,0,150850.29,0
496,France,thirties_Male,3032.1163333333334,90963.49,27802.0,1,27802.0,0
747,Spain,forties_Male,2922.919268292683,11983.969,32430.94,0,32430.94,1
546,France,fifties_Female,2304.609423076923,39946.56333333333,137332.37,0,137332.37,1
706,Spain,sixties_Male,1682.1595588235296,22877.370000000003,28601.68,1,28601.68,0
472,France,twenties_Female,4609.218846153846,19973.281666666662,54205.83,0,108411.66,0
703,France,forties_Female,2995.99225,14979.96125,61259.25,1,122518.5,0
850,France,thirties_Female,3153.676052631579,39946.56333333333,4507.535,0,9015.07,0
667,Spain,seventies_Male,1933.250422535212,27452.156,94433.08,1,94433.08,1
559,France,thirties_Male,3365.456060606061,11106.005,55185.92,0,110371.84,0
636,Spain,sixties_Male,2074.128833333333,15555.96625,141364.62,1,141364.62,1
672,France,thirties_Female,3524.6967647058823,13315.521111111111,8122.625,1,16245.25,0
667,France,forties_Male,2853.3259523809525,14979.96125,108348.94,1,108348.94,1
648,Germany,thirties_Male,4100.315454545455,16913.80125,85834.1,1,171668.2,0
497,France,thirties_Male,3744.9903125,13315.521111111111,33682.21,0,67364.42,0
743,France,seventies_Female,1641.639589041096,17119.955714285716,53933.69,1,107867.38,0
619,France,twenties_Male,4132.403103448276,19973.281666666662,97155.05,0,194310.1,0
639,Spain,thirties_Male,4099.799705882353,23232.198333333334,16975.04,0,33950.08,0
540,Spain,twenties_Male,4279.988928571429,13315.521111111111,98794.16,0,197588.32,0
766,France,twenties_Female,4009.9538461538464,26064.7,428.23,1,428.23,0
749,France,twenties_Female,4609.218846153846,17119.955714285716,17474.385,1,34948.77,0
655,Germany,thirties_Male,3545.2190625,11344.701,82084.3,0,82084.3,0
630,France,thirties_Male,3631.505757575758,11983.969,32402.295,0,64804.59,0
778,Germany,thirties_Female,3365.5675757575755,22212.746,41778.325,0,83556.65,0
757,Germany,thirties_Female,5379.267333333333,23054.002857142856,71926.28,0,71926.28,1
529,Spain,thirties_Female,2122.2161538461537,27588.81,122925.44,1,122925.44,0
620,Spain,twenties_Male,4132.403103448276,11983.969,6566.94,0,13133.88,0
615,France,sixties_Female,1709.306557377049,52133.85,62845.64,0,62845.64,1
735,France,twenties_Female,3668.752,22929.7,28411.23,0,28411.23,0
705,Spain,forties_Female,1350.823404255319,15872.175,28640.92,1,28640.92,1
644,Spain,forties_Female,270.8519565217392,1779.884285714286,156787.34,0,156787.34,1
505,Germany,thirties_Female,4320.645945945946,22837.7,62653.935,1,125307.87,0
471,Germany,twenties_Male,4547.502173913043,14941.792857142858,65868.115,0,131736.23,0
722,Spain,fifties_Female,2641.7718,26417.718,128262.14,1,128262.14,0
577,Spain,thirties_Female,3072.812564102564,23967.938,45683.21,0,91366.42,0
744,Spain,forties_Male,2742.151818181818,20109.11333333333,82290.81,0,82290.81,0
573,France,thirties_Female,3994.656333333333,17119.955714285716,33095.105,0,66190.21,0
653,France,thirties_Female,2617.9046875,16754.59,23920.65,1,23920.65,0
660,France,thirties_Female,5558.892580645162,24617.95285714286,45438.38,1,45438.38,0
787,France,forties_Male,2558.376304347826,14710.66375,46680.175,1,93360.35,0
617,France,forties_Male,2922.919268292683,14979.96125,7248.335,1,14496.67,0
567,France,thirties_Male,3072.812564102564,19973.281666666662,84260.86,0,168521.72,0
682,Spain,sixties_Female,1872.49515625,11983.969,51659.22,1,103318.44,0
684,France,thirties_Male,3882.042857142857,19410.214285714286,87219.41,1,87219.41,0
447,France,forties_Male,2922.919268292683,29959.9225,49372.5975,1,197490.39,1
625,Germany,forties_Female,2622.5461224489795,25700.952,126812.63,0,126812.63,1
585,France,thirties_Male,3328.880277777778,14979.96125,47141.545,0,94283.09,0
516,France,forties_Female,1338.767857142857,6247.583333333333,46857.52,0,46857.52,0
732,Germany,forties_Female,2195.3866666666663,14113.2,81491.7,0,81491.7,1
628,Germany,forties_Male,4544.2080000000005,30294.72,64553.985,1,129107.97,0
682,Spain,forties_Female,2108.291875,10119.801,49732.9,1,49732.9,0
