credit_score,credit__section,country,age,age_group,gender,age_group_gender,tenure,balance,balance_group,balance_per_age,balance_per_tenure,products_number,credit_card,salary_per_products,active_member,estimated_salary,salary_range,churn
629,Poor,Spain,35,thirties,Male,thirties_Male,5,174588.8,rest,4988.251428571428,34917.759999999995,2,0,79210.07,1,158420.14,very high,0
625,Poor,Spain,52,fifties,Male,fifties_Male,9,121161.57,rest,2330.030192307692,13462.396666666667,1,1,48988.28,0,48988.28,medium,0
628,Poor,France,45,forties,Male,forties_Male,10,119839.69,zero,2663.1042222222222,11983.969000000001,2,1,48431.28,1,96862.56,high,0
471,Very poor,Germany,36,thirties,Female,thirties_Female,6,90063.74,rest,2501.770555555556,15010.623333333335,2,1,48183.35,1,96366.7,high,0
811,Excellent,France,45,forties,Female,forties_Female,6,119839.69,zero,2663.1042222222222,19973.281666666666,2,1,73061.595,1,146123.19,very high,0
504,Very poor,France,42,forties,Male,forties_Male,4,134936.97,rest,3212.785,33734.2425,2,0,67589.455,0,135178.91,very high,0
687,Fair,France,24,twenties,Female,twenties_Female,4,110495.27,rest,4603.9695833333335,27623.8175,1,1,158615.41,0,158615.41,very high,0
660,Poor,Germany,37,thirties,Female,thirties_Female,3,133200.09,rest,3600.002432432432,44400.03,1,0,71433.88,0,71433.88,high,0
548,Very poor,France,41,forties,Female,forties_Female,5,82596.8,rest,2014.556097560976,16519.36,1,0,55672.09,1,55672.09,medium,0
609,Poor,Germany,31,thirties,Male,thirties_Male,10,103837.75,rest,3349.6048387096776,10383.775,1,1,150218.11,1,150218.11,very high,0
659,Poor,Spain,42,forties,Female,forties_Female,3,119839.69,zero,2853.3259523809525,39946.56333333333,1,0,162734.31,0,162734.31,very high,1
526,Very poor,France,52,fifties,Male,fifties_Male,9,93590.47,rest,1799.8167307692308,10398.941111111111,1,0,21228.71,1,21228.71,low,1
725,Good,Germany,40,forties,Male,forties_Male,9,104149.66,rest,2603.7415,11572.184444444445,1,1,62027.9,0,62027.9,high,0
519,Very poor,Germany,38,thirties,Male,thirties_Male,2,114141.64,rest,3003.7273684210527,57070.82,1,1,60988.21,1,60988.21,high,1
562,Very poor,Germany,31,thirties,Female,thirties_Female,10,117153.0,rest,3779.129032258064,11715.3,1,1,108675.01,1,108675.01,very high,0
482,Very poor,Germany,45,forties,Male,forties_Male,8,156353.46,rest,3474.521333333333,19544.1825,1,1,72643.95,0,72643.95,high,1
535,Very poor,Spain,37,thirties,Male,thirties_Male,4,175534.78,rest,4744.183243243243,43883.695,2,1,4620.76,1,9241.52,low,0
561,Very poor,France,27,twenties,Female,twenties_Female,10,135637.0,rest,5023.592592592592,13563.7,1,1,153080.4,0,153080.4,very high,1
661,Fair,France,30,thirties,Female,thirties_Female,8,119839.69,zero,3994.656333333333,14979.96125,2,1,36098.285,0,72196.57,high,0
771,Good,France,27,twenties,Male,twenties_Male,3,119839.69,zero,4438.507037037037,39946.56333333333,2,1,99763.67,1,199527.34,very high,0
545,Very poor,France,26,twenties,Male,twenties_Male,8,119839.69,zero,4609.218846153846,14979.96125,2,0,78299.115,1,156598.23,very high,0
850,Excellent,Germany,33,thirties,Female,thirties_Female,3,83415.04,rest,2527.7284848484846,27805.013333333332,1,0,74917.64,1,74917.64,high,0
601,Poor,Germany,43,forties,Male,forties_Male,4,141859.12,rest,3299.0493023255813,35464.78,2,1,55624.81,1,111249.62,very high,0
712,Fair,Germany,38,thirties,Male,thirties_Male,8,132767.66,rest,3493.8857894736843,16595.9575,2,1,29557.885,1,59115.77,medium,0
589,Very poor,France,31,thirties,Female,thirties_Female,11,110635.32,rest,3568.8812903225808,10057.756363636365,1,1,148218.86,0,148218.86,very high,0
600,Very poor,Spain,37,thirties,Male,thirties_Male,9,177657.35,rest,4801.55,19739.705555555556,1,1,77142.32,1,77142.32,high,0
642,Poor,Germany,41,forties,Male,forties_Male,5,157777.58,rest,3848.233658536585,31555.515999999996,1,1,67484.6,0,67484.6,high,0
575,Very poor,Germany,47,forties,Male,forties_Male,10,107915.94,rest,2296.083829787234,10791.594000000001,2,1,31726.09,1,63452.18,high,1
570,Very poor,Germany,57,fifties,Female,fifties_Female,6,86568.75,rest,1518.75,14428.125,1,0,103660.31,1,103660.31,very high,0
532,Very poor,Germany,52,fifties,Male,fifties_Male,10,137755.76,rest,2649.149230769231,13775.576000000001,1,1,163191.99,0,163191.99,very high,1
796,Excellent,France,30,thirties,Male,thirties_Male,3,137262.71,rest,4575.423666666667,45754.236666666664,2,1,31452.645,0,62905.29,high,0
833,Excellent,Spain,32,thirties,Male,thirties_Male,7,119839.69,zero,3744.9903125,17119.955714285716,1,1,44323.22,1,44323.22,medium,1
642,Poor,Spain,36,thirties,Female,thirties_Female,7,119839.69,zero,3328.880277777778,17119.955714285716,2,1,48969.295,1,97938.59,high,0
655,Poor,France,28,twenties,Male,twenties_Male,11,119839.69,zero,4279.988928571429,10894.517272727273,2,0,63282.605,1,126565.21,very high,0
736,Good,Germany,50,fifties,Male,fifties_Male,10,116309.01,rest,2326.1802,11630.901,1,1,185360.4,0,185360.4,very high,1
617,Poor,France,34,thirties,Female,thirties_Female,1,131244.65,rest,3860.1367647058814,131244.65,2,1,91614.51,0,183229.02,very high,0
762,Good,Germany,28,twenties,Male,twenties_Male,4,125155.83,rest,4469.851071428571,31288.9575,2,1,53012.01,1,106024.02,very high,0
703,Fair,Germany,35,thirties,Male,thirties_Male,6,140691.08,rest,4019.745142857143,23448.513333333332,2,1,83905.13,0,167810.26,very high,0
507,Very poor,France,41,forties,Male,forties_Male,4,58820.32,rest,1434.6419512195123,14705.08,2,1,69268.045,1,138536.09,very high,0
581,Very poor,Germany,26,twenties,Female,twenties_Female,4,105099.45,rest,4042.2865384615375,26274.8625,1,1,184520.0,1,184520.0,very high,1
593,Very poor,France,31,thirties,Male,thirties_Male,10,119839.69,zero,3865.796451612903,11983.969000000001,2,0,10246.08,1,20492.16,low,0
648,Poor,France,23,twenties,Male,twenties_Male,10,168372.52,rest,7320.544347826087,16837.252,1,1,134676.72,0,134676.72,very high,0
462,Very poor,Germany,34,thirties,Male,thirties_Male,2,94682.56,rest,2784.781176470588,47341.28,2,1,69239.1,0,138478.2,very high,0
596,Very poor,Spain,36,thirties,Male,thirties_Male,3,119839.69,zero,3328.880277777778,39946.56333333333,2,0,62778.975,1,125557.95,very high,0
627,Poor,France,44,forties,Female,forties_Female,6,119839.69,zero,2723.6293181818182,19973.281666666666,2,1,41484.805,0,82969.61,high,1
494,Very poor,France,40,forties,Male,forties_Male,8,119839.69,zero,2995.99225,14979.96125,2,0,79035.845,1,158071.69,very high,0
627,Poor,France,73,seventies,Male,seventies_Male,1,146329.73,rest,2004.5168493150688,146329.73,1,0,43615.67,1,43615.67,medium,0
850,Excellent,Spain,37,thirties,Male,thirties_Male,3,119839.69,zero,3238.9105405405408,39946.56333333333,2,1,59984.995,0,119969.99,very high,0
632,Poor,France,49,forties,Female,forties_Female,6,167962.7,rest,3427.810204081633,27993.783333333336,1,0,140201.21,0,140201.21,very high,0
490,Very poor,France,33,thirties,Male,thirties_Male,2,119839.69,zero,3631.505757575758,59919.845,2,1,40396.415,1,80792.83,high,0
715,Fair,France,40,forties,Male,forties_Male,8,119839.69,zero,2995.99225,14979.96125,1,1,141359.11,1,141359.11,very high,0
679,Fair,France,48,forties,Male,forties_Male,9,119839.69,zero,2496.660208333333,13315.521111111111,2,1,11672.47,0,23344.94,low,0
619,Poor,France,44,forties,Male,forties_Male,4,116967.68,rest,2658.356363636364,29241.92,1,1,5075.17,0,5075.17,low,1
465,Very poor,Spain,33,thirties,Female,thirties_Female,7,119839.69,zero,3631.505757575758,17119.955714285716,2,1,47750.49,1,95500.98,high,0
736,Good,Spain,32,thirties,Male,thirties_Male,8,119839.69,zero,3744.9903125,14979.96125,1,0,79082.62,1,79082.62,high,0
501,Very poor,Germany,34,thirties,Female,thirties_Female,8,93244.42,rest,2742.4829411764704,11655.5525,1,0,199805.63,1,199805.63,very high,0
535,Very poor,France,29,twenties,Female,twenties_Female,6,119839.69,zero,4132.403103448276,19973.281666666666,2,0,26354.775,1,52709.55,medium,0
759,Good,France,33,thirties,Female,thirties_Female,3,119839.69,zero,3631.505757575758,39946.56333333333,2,1,28291.94,0,56583.88,medium,0
819,Excellent,France,35,thirties,Male,thirties_Male,2,119839.69,zero,3423.991142857143,59919.845,2,0,1692.52,1,3385.04,low,0
533,Very poor,Germany,43,forties,Male,forties_Male,5,80442.06,rest,1870.7455813953488,16088.412,2,0,6268.71,1,12537.42,low,0
632,Poor,Germany,35,thirties,Female,thirties_Female,3,150561.03,rest,4301.743714285714,50187.01,2,0,32361.305,0,64722.61,high,0
686,Fair,France,60,sixties,Male,sixties_Male,10,119839.69,zero,1997.328166666667,11983.969000000001,3,1,25082.070000000003,1,75246.21,high,1
687,Fair,France,34,thirties,Female,thirties_Female,10,125474.44,rest,3690.424705882353,12547.444,1,1,198929.84,0,198929.84,very high,0
667,Fair,Germany,33,thirties,Female,thirties_Female,5,127076.68,rest,3850.808484848485,25415.336,2,1,34505.83,0,69011.66,high,0
699,Fair,Spain,25,twenties,Female,twenties_Female,9,119839.69,zero,4793.5876,13315.521111111111,2,1,26202.235,1,52404.47,medium,0
497,Very poor,Spain,37,thirties,Male,thirties_Male,9,128650.11,rest,3477.03,14294.456666666667,2,1,81820.765,1,163641.53,very high,0
780,Good,Spain,33,thirties,Female,thirties_Female,7,145580.61,rest,4411.533636363636,20797.23,1,1,154598.56,1,154598.56,very high,0
652,Poor,France,51,fifties,Female,fifties_Female,4,119839.69,zero,2349.797843137255,29959.9225,1,1,173989.47,0,173989.47,very high,1
477,Very poor,France,47,forties,Male,forties_Male,10,144900.58,rest,3082.991063829787,14490.057999999999,1,1,61315.37,0,61315.37,high,1
652,Poor,France,37,thirties,Female,thirties_Female,5,119839.69,zero,3238.9105405405408,23967.938000000002,2,1,71696.62,0,143393.24,very high,0
488,Very poor,France,31,thirties,Female,thirties_Female,9,97588.6,rest,3148.0193548387097,10843.177777777779,1,0,124210.53,0,124210.53,very high,0
572,Very poor,France,24,twenties,Male,twenties_Male,2,119839.69,zero,4993.3204166666665,59919.845,2,1,75730.42,1,151460.84,very high,0
755,Good,France,38,thirties,Female,thirties_Female,2,119839.69,zero,3153.676052631579,59919.845,2,1,10367.405,0,20734.81,low,0
779,Good,Germany,24,twenties,Female,twenties_Female,11,122200.31,rest,5091.6795833333335,11109.119090909091,2,1,21852.78,0,43705.56,medium,0
693,Fair,Spain,46,forties,Female,forties_Female,4,151709.33,rest,3298.028913043478,37927.3325,1,1,180736.24,0,180736.24,very high,0
530,Very poor,Spain,22,twenties,Female,twenties_Female,8,119839.69,zero,5447.2586363636365,14979.96125,2,1,52085.24,0,104170.48,very high,0
738,Good,Spain,33,thirties,Female,thirties_Female,4,122134.4,rest,3701.042424242424,30533.6,2,0,13933.795,1,27867.59,low,0
690,Fair,Germany,31,thirties,Male,thirties_Male,3,137260.45,rest,4427.756451612903,45753.48333333334,2,1,27693.64,0,55387.28,medium,0
611,Poor,France,30,thirties,Female,thirties_Female,10,88594.14,rest,2953.138,8859.414,1,1,196332.45,0,196332.45,very high,0
643,Poor,Spain,34,thirties,Male,thirties_Male,7,119839.69,zero,3524.6967647058823,17119.955714285716,2,1,58023.11,1,116046.22,very high,0
632,Poor,Germany,41,forties,Male,forties_Male,9,127205.32,rest,3102.5687804878053,14133.924444444445,4,1,23468.7175,0,93874.87,high,1
727,Good,Spain,31,thirties,Female,thirties_Female,11,96997.09,rest,3128.938387096774,8817.917272727273,2,0,38307.02,0,76614.04,high,0
508,Very poor,France,64,sixties,Female,sixties_Female,3,119839.69,zero,1872.49515625,39946.56333333333,1,1,6076.62,1,6076.62,low,0
550,Very poor,France,31,thirties,Male,thirties_Male,6,142200.19,rest,4587.102903225807,23700.031666666666,2,1,61110.855,1,122221.71,very high,0
754,Good,Germany,39,thirties,Female,thirties_Female,4,160761.41,rest,4122.087435897436,40190.3525,1,1,24156.03,1,24156.03,low,0
759,Good,France,26,twenties,Male,twenties_Male,5,119839.69,zero,4609.218846153846,23967.938000000002,2,1,67697.31,0,135394.62,very high,0
794,Excellent,Spain,33,thirties,Male,thirties_Male,9,119839.69,zero,3631.505757575758,13315.521111111111,2,0,45670.01,0,91340.02,high,0
549,Very poor,France,29,twenties,Male,twenties_Male,4,119839.69,zero,4132.403103448276,29959.9225,2,1,73045.19,0,146090.38,very high,0
671,Fair,France,31,thirties,Male,thirties_Male,1,116234.61,rest,3749.503548387097,116234.61,1,1,172096.08,0,172096.08,very high,0
756,Good,Germany,26,twenties,Female,twenties_Female,6,155143.52,rest,5967.058461538461,25857.25333333333,1,0,135034.57,1,135034.57,very high,1
632,Poor,France,21,twenties,Female,twenties_Female,2,119839.69,zero,5706.651904761905,59919.845,2,1,42004.33,0,84008.66,high,0
579,Very poor,France,38,thirties,Male,thirties_Male,9,119839.69,zero,3153.676052631579,13315.521111111111,2,0,45881.835,0,91763.67,high,0
748,Good,France,34,thirties,Male,thirties_Male,6,84009.47,rest,2470.8667647058824,14001.578333333333,1,1,137001.1,1,137001.1,very high,0
488,Very poor,Germany,28,twenties,Female,twenties_Female,8,139246.22,rest,4973.079285714286,17405.7775,2,1,53399.745,0,106799.49,very high,0
710,Fair,Germany,58,fifties,Male,fifties_Male,8,170113.0,rest,2932.9827586206898,21264.125,2,0,5247.32,1,10494.64,low,0
619,Poor,Spain,41,forties,Female,forties_Female,9,119839.69,zero,2922.919268292683,13315.521111111111,3,1,26622.24333333333,1,79866.73,high,1
773,Good,France,64,sixties,Male,sixties_Male,3,145578.28,rest,2274.660625,48526.09333333333,1,0,186172.85,1,186172.85,very high,0
657,Poor,Spain,75,seventies,Male,seventies_Male,8,126273.95,rest,1683.6526666666666,15784.24375,1,0,91673.6,1,91673.6,high,0
579,Very poor,France,26,twenties,Female,twenties_Female,11,162482.76,rest,6249.336923076923,14771.160000000002,1,1,18458.2,1,18458.2,low,0
542,Very poor,France,29,twenties,Male,twenties_Male,10,119839.69,zero,4132.403103448276,11983.969000000001,1,1,8342.35,0,8342.35,low,0
709,Fair,France,32,thirties,Female,thirties_Female,3,87814.89,rest,2744.2153125,29271.63,1,1,138578.37,0,138578.37,very high,0
617,Poor,Spain,61,sixties,Male,sixties_Male,4,113858.95,rest,1866.540163934426,28464.7375,1,1,38129.22,1,38129.22,medium,0
568,Very poor,Germany,43,forties,Male,forties_Male,6,87612.64,rest,2037.5032558139533,14602.106666666667,4,1,26788.85,1,107155.4,very high,1
769,Good,France,73,seventies,Female,seventies_Female,2,119839.69,zero,1641.639589041096,59919.845,1,1,29792.11,1,29792.11,low,0
608,Poor,Germany,26,twenties,Male,twenties_Male,2,106648.98,rest,4101.883846153846,53324.49,1,0,7063.6,1,7063.6,low,0
503,Very poor,Spain,31,thirties,Male,thirties_Male,5,119839.69,zero,3865.796451612903,23967.938000000002,2,1,10822.53,1,21645.06,low,0
608,Poor,Germany,38,thirties,Female,thirties_Female,9,103653.51,rest,2727.723947368421,11517.056666666665,2,1,68539.93,1,137079.86,very high,0
731,Good,Germany,37,thirties,Male,thirties_Male,4,116880.53,rest,3158.9332432432434,29220.1325,1,0,172718.35,0,172718.35,very high,1
850,Excellent,Germany,40,forties,Female,forties_Female,5,97990.49,rest,2449.76225,19598.098,2,0,53345.51,0,106691.02,very high,0
591,Very poor,Germany,34,thirties,Female,thirties_Female,5,150635.3,rest,4430.45,30127.059999999998,1,1,72274.84,1,72274.84,high,0
579,Very poor,Spain,37,thirties,Male,thirties_Male,5,119839.69,zero,3238.9105405405408,23967.938000000002,2,1,16123.315,1,32246.63,low,0
570,Very poor,France,39,thirties,Male,thirties_Male,11,129674.89,rest,3324.9971794871794,11788.626363636364,2,1,40276.18,0,80552.36,high,0
709,Fair,France,37,thirties,Female,thirties_Female,10,119839.69,zero,3238.9105405405408,11983.969000000001,2,1,8366.795,0,16733.59,low,0
611,Poor,France,53,fifties,Male,fifties_Male,4,83568.26,rest,1576.7596226415094,20892.065,1,0,1235.49,0,1235.49,low,0
775,Good,Spain,48,forties,Male,forties_Male,5,178144.91,rest,3711.3522916666666,35628.982,2,0,25084.205,0,50168.41,medium,1
699,Fair,Germany,36,thirties,Male,thirties_Male,7,147137.74,rest,4087.159444444444,21019.67714285714,1,1,33687.9,1,33687.9,low,0
618,Poor,France,37,thirties,Male,thirties_Male,6,119839.69,zero,3238.9105405405408,19973.281666666666,1,0,178705.45,1,178705.45,very high,1
704,Fair,France,36,thirties,Male,thirties_Male,4,114370.41,rest,3176.955833333333,28592.6025,1,0,66810.48,1,66810.48,high,0
835,Excellent,Germany,47,forties,Female,forties_Female,6,108289.28,rest,2304.027234042553,18048.213333333333,2,1,22929.775,1,45859.55,medium,1
714,Fair,Germany,39,thirties,Male,thirties_Male,4,149887.49,rest,3843.268974358974,37471.8725,2,1,31923.18,0,63846.36,high,0
581,Very poor,Spain,43,forties,Female,forties_Female,5,170172.9,rest,3957.509302325581,34034.58,1,0,100236.02,1,100236.02,very high,0
592,Very poor,France,27,twenties,Male,twenties_Male,4,119839.69,zero,4438.507037037037,29959.9225,2,1,9822.825,1,19645.65,low,0
551,Very poor,France,43,forties,Male,forties_Male,8,119839.69,zero,2786.969534883721,14979.96125,2,1,89196.84,0,178393.68,very high,0
689,Fair,Germany,28,twenties,Female,twenties_Female,3,64808.32,rest,2314.582857142857,21602.773333333334,2,0,39295.575,0,78591.15,high,0
604,Poor,France,56,fifties,Female,fifties_Female,1,62732.65,rest,1120.225892857143,62732.65,1,0,124954.56,1,124954.56,very high,0
514,Very poor,France,41,forties,Female,forties_Female,8,119839.69,zero,2922.919268292683,14979.96125,2,1,1878.325,1,3756.65,low,0
698,Fair,France,29,twenties,Male,twenties_Male,6,95167.55,rest,3281.6396551724138,15861.258333333333,1,1,152723.23,1,152723.23,very high,0
581,Very poor,Germany,54,fifties,Female,fifties_Female,3,152508.99,rest,2824.240555555556,50836.329999999994,1,1,187597.98,0,187597.98,very high,1
573,Very poor,Germany,31,thirties,Male,thirties_Male,1,134644.19,rest,4343.360967741935,134644.19,1,1,70381.49,1,70381.49,high,0
449,Very poor,Spain,33,thirties,Female,thirties_Female,9,119839.69,zero,3631.505757575758,13315.521111111111,2,0,78396.445,0,156792.89,very high,0
850,Excellent,Germany,31,thirties,Female,thirties_Female,4,51293.47,rest,1654.6280645161291,12823.3675,1,0,35534.68,0,35534.68,medium,0
612,Poor,France,41,forties,Male,forties_Male,6,119839.69,zero,2922.919268292683,19973.281666666666,3,0,50418.74,0,151256.22,very high,0
690,Fair,Spain,49,forties,Male,forties_Male,9,116622.73,rest,2380.055714285714,12958.08111111111,1,0,51011.29,1,51011.29,medium,0
599,Very poor,Spain,49,forties,Female,forties_Female,3,119839.69,zero,2445.7079591836737,39946.56333333333,2,1,55595.265,0,111190.53,very high,0
498,Very poor,France,33,thirties,Male,thirties_Male,2,198113.86,rest,6003.450303030302,99056.93,1,1,69664.35,0,69664.35,high,0
497,Very poor,France,29,twenties,Female,twenties_Female,5,85646.81,rest,2953.3382758620687,17129.362,1,0,63233.02,0,63233.02,high,1
802,Excellent,Spain,51,fifties,Male,fifties_Male,8,119839.69,zero,2349.797843137255,14979.96125,1,0,40855.79,1,40855.79,medium,0
644,Poor,France,33,thirties,Male,thirties_Male,10,141234.98,rest,4279.847878787879,14123.498000000001,1,1,95673.05,0,95673.05,high,0
714,Fair,France,34,thirties,Male,thirties_Male,11,119839.69,zero,3524.6967647058823,10894.517272727273,2,1,40117.07,1,80234.14,high,0
690,Fair,France,40,forties,Female,forties_Female,10,77641.99,rest,1941.04975,7764.1990000000005,1,0,189051.59,0,189051.59,very high,1
522,Very poor,Spain,30,thirties,Male,thirties_Male,4,119839.69,zero,3994.656333333333,29959.9225,2,1,72745.425,0,145490.85,very high,0
502,Very poor,Germany,40,forties,Female,forties_Female,8,117304.29,rest,2932.60725,14663.03625,1,0,196278.32,0,196278.32,very high,0
730,Good,Spain,62,sixties,Female,sixties_Female,3,119839.69,zero,1932.898225806452,39946.56333333333,2,1,81444.55,1,162889.1,very high,0
590,Very poor,Germany,36,thirties,Male,thirties_Male,7,92340.69,rest,2565.019166666667,13191.527142857143,2,1,87333.79,1,174667.58,very high,0
458,Very poor,Germany,35,thirties,Male,thirties_Male,10,146780.52,rest,4193.729142857143,14678.052,2,1,1738.19,1,3476.38,low,0
553,Very poor,Spain,41,forties,Male,forties_Male,7,144974.55,rest,3535.9646341463413,20710.649999999998,1,1,19344.92,1,19344.92,low,0
479,Very poor,France,47,forties,Male,forties_Male,2,119839.69,zero,2549.7806382978724,59919.845,1,1,95270.83,0,95270.83,high,0
693,Fair,France,31,thirties,Male,thirties_Male,3,119839.69,zero,3865.796451612903,39946.56333333333,2,1,53879.655,1,107759.31,very high,0
707,Fair,Spain,43,forties,Male,forties_Male,11,119839.69,zero,2786.969534883721,10894.517272727273,2,1,59184.1,0,118368.2,very high,0
636,Poor,Spain,37,thirties,Male,thirties_Male,2,115137.26,rest,3111.817837837837,57568.63,1,1,52484.01,0,52484.01,medium,0
807,Excellent,France,33,thirties,Male,thirties_Male,11,101952.97,rest,3089.48393939394,9268.451818181818,2,1,89076.825,0,178153.65,very high,0
513,Very poor,France,45,forties,Female,forties_Female,1,164649.52,rest,3658.878222222222,164649.52,3,1,16638.506666666664,0,49915.52,medium,1
582,Very poor,France,31,thirties,Male,thirties_Male,3,119839.69,zero,3865.796451612903,39946.56333333333,2,1,16873.515,1,33747.03,low,0
694,Fair,France,32,thirties,Male,thirties_Male,1,91956.49,rest,2873.6403125,91956.49,1,1,59961.81,1,59961.81,medium,0
777,Good,France,39,thirties,Male,thirties_Male,9,119839.69,zero,3072.812564102564,13315.521111111111,2,1,9306.76,1,18613.52,low,0
598,Very poor,Germany,32,thirties,Male,thirties_Male,10,123938.6,rest,3873.08125,12393.86,2,1,99447.21,0,198894.42,very high,0
762,Good,Germany,46,forties,Male,forties_Male,7,123571.77,rest,2686.3428260869564,17653.11,3,0,19004.72333333333,1,57014.17,medium,1
588,Very poor,France,34,thirties,Female,thirties_Female,4,120777.88,rest,3552.2905882352943,30194.47,1,1,131729.52,1,131729.52,very high,0
663,Fair,Germany,42,forties,Male,forties_Male,6,90248.79,rest,2148.780714285714,15041.464999999998,1,1,79169.73,1,79169.73,high,0
777,Good,France,36,thirties,Male,thirties_Male,8,119839.69,zero,3328.880277777778,14979.96125,1,1,106472.34,0,106472.34,very high,0
592,Very poor,France,71,seventies,Male,seventies_Male,5,119839.69,zero,1687.882957746479,23967.938000000002,2,0,8506.77,1,17013.54,low,0
631,Poor,Germany,48,forties,Male,forties_Male,2,106396.48,rest,2216.593333333333,53198.24,1,1,150661.42,1,150661.42,very high,1
725,Good,Germany,47,forties,Female,forties_Female,2,104887.43,rest,2231.6474468085103,52443.715,1,0,86622.56,0,86622.56,high,1
850,Excellent,France,34,thirties,Male,thirties_Male,3,72079.71,rest,2119.991470588236,24026.570000000003,1,1,115767.93,1,115767.93,very high,0
540,Very poor,France,37,thirties,Male,thirties_Male,7,119839.69,zero,3238.9105405405408,17119.955714285716,2,1,70999.445,0,141998.89,very high,0
674,Fair,Spain,36,thirties,Male,thirties_Male,3,119839.69,zero,3328.880277777778,39946.56333333333,2,1,91393.585,1,182787.17,very high,0
553,Very poor,France,38,thirties,Male,thirties_Male,4,99844.68,rest,2627.4915789473685,24961.17,1,0,187915.7,0,187915.7,very high,0
630,Poor,France,28,twenties,Female,twenties_Female,2,119839.69,zero,4279.988928571429,59919.845,2,1,66633.89,1,133267.78,very high,0
466,Very poor,France,26,twenties,Male,twenties_Male,4,156815.71,rest,6031.373461538461,39203.9275,1,1,137476.09,1,137476.09,very high,0
613,Poor,France,47,forties,Male,forties_Male,7,146034.74,rest,3107.1221276595743,20862.105714285713,1,1,77146.14,1,77146.14,high,0
558,Very poor,France,27,twenties,Male,twenties_Male,2,152283.39,rest,5640.125555555556,76141.695,1,1,183271.15,0,183271.15,very high,0
775,Good,Germany,33,thirties,Female,thirties_Female,2,118897.1,rest,3602.942424242424,59448.55,2,1,13181.2,1,26362.4,low,0
698,Fair,Germany,52,fifties,Male,fifties_Male,9,96781.39,rest,1861.1805769230768,10753.487777777778,1,1,153373.71,1,153373.71,very high,0
608,Poor,Germany,33,thirties,Male,thirties_Male,2,102772.67,rest,3114.3233333333333,51386.335,2,1,35352.79,0,70705.58,high,0
670,Fair,Spain,20,twenties,Female,twenties_Female,5,119839.69,zero,5991.9845000000005,23967.938000000002,2,1,59879.62,0,119759.24,very high,0
591,Very poor,Spain,39,thirties,Male,thirties_Male,9,119839.69,zero,3072.812564102564,13315.521111111111,2,0,21196.12,0,42392.24,medium,0
633,Poor,France,40,forties,Male,forties_Male,5,150578.0,rest,3764.45,30115.6,1,0,34670.62,1,34670.62,low,1
678,Fair,France,46,forties,Female,forties_Female,2,119839.69,zero,2605.210652173913,59919.845,2,0,41053.095,0,82106.19,high,0
590,Very poor,France,47,forties,Male,forties_Male,4,119839.69,zero,2549.7806382978724,29959.9225,2,1,85887.25,0,171774.5,very high,0
705,Fair,France,48,forties,Female,forties_Female,1,119839.69,zero,2496.660208333333,119839.69,2,0,74886.305,0,149772.61,very high,0
608,Poor,France,42,forties,Male,forties_Male,11,163548.07,rest,3894.001666666667,14868.006363636365,1,1,38866.85,0,38866.85,medium,0
682,Fair,France,37,thirties,Female,thirties_Female,9,148580.12,rest,4015.678918918919,16508.902222222223,1,1,35179.18,0,35179.18,medium,0
596,Very poor,Germany,32,thirties,Male,thirties_Male,4,96709.07,rest,3022.1584375,24177.2675,2,0,20894.185,0,41788.37,medium,0
395,Very poor,Germany,34,thirties,Female,thirties_Female,6,106011.59,rest,3117.9879411764705,17668.59833333333,1,1,17376.57,1,17376.57,low,1
578,Very poor,Germany,37,thirties,Male,thirties_Male,2,135650.88,rest,3666.24,67825.44,1,1,199428.19,0,199428.19,very high,0
547,Very poor,Germany,55,fifties,Male,fifties_Male,5,111362.76,rest,2024.7774545454545,22272.552,3,1,5640.759999999999,0,16922.28,low,1
609,Poor,France,37,thirties,Male,thirties_Male,2,39344.83,rest,1063.373783783784,19672.415,1,1,178291.89,1,178291.89,very high,1
774,Good,Germany,36,thirties,Male,thirties_Male,10,130809.77,rest,3633.6047222222223,13080.977,1,1,152290.28,0,152290.28,very high,0
712,Fair,France,27,twenties,Female,twenties_Female,3,133009.51,rest,4926.278148148149,44336.503333333334,1,1,126809.15,0,126809.15,very high,0
585,Very poor,Germany,28,twenties,Female,twenties_Female,10,135337.49,rest,4833.481785714285,13533.749,2,1,20192.805,1,40385.61,medium,0
666,Fair,France,32,thirties,Female,thirties_Female,11,112536.57,rest,3516.7678125,10230.597272727273,2,1,17175.27,1,34350.54,low,0
708,Fair,Spain,35,thirties,Female,thirties_Female,9,122570.69,rest,3502.019714285714,13618.965555555556,1,0,199005.88,0,199005.88,very high,0
513,Very poor,France,44,forties,Male,forties_Male,2,63562.02,rest,1444.5913636363637,31781.01,2,0,26314.865,1,52629.73,medium,1
445,Very poor,France,37,thirties,Male,thirties_Male,4,119839.69,zero,3238.9105405405408,29959.9225,2,1,90006.195,1,180012.39,very high,0
690,Fair,Germany,44,forties,Male,forties_Male,10,100368.63,rest,2281.1052272727275,10036.863000000001,2,0,17671.165,0,35342.33,medium,0
850,Excellent,France,37,thirties,Male,thirties_Male,7,119839.69,zero,3238.9105405405408,17119.955714285716,2,1,54645.61,0,109291.22,very high,0
537,Very poor,Spain,33,thirties,Female,thirties_Female,8,136082.0,rest,4123.69696969697,17010.25,1,1,62746.54,0,62746.54,high,0
