credit_score,section of credit_score,country,gender,age,age_group,tenure,balance,balance_group,age_balance,balance_per_tenure,products_number,credit_card,active_member,estimated_salary,salary_range,churn
775,Good,France,Male,40,forties,9,126212.64,rest,3155.316,14023.626666666669,1,1,0,70196.57,low_middle,0
538,Very poor,Spain,Male,68,sixties,9,119839.69,zero,1762.3483823529411,0.0,2,1,0,110440.5,middle,1
602,Poor,France,Male,38,thirties,7,111835.94,rest,2943.051052631579,15976.562857142855,2,1,0,124389.61,middle,0
615,Poor,France,Male,30,thirties,8,119839.69,zero,3994.6563333333334,0.0,2,0,0,3183.15,low,0
700,Fair,Germany,Female,28,twenties,3,99705.69,rest,3560.9175,33235.23,2,0,0,146723.72,middle,0
615,Poor,France,Male,32,thirties,1,119839.69,zero,3744.9903125,0.0,2,0,0,2139.25,low,0
544,Very poor,Germany,Male,44,forties,2,108895.93,rest,2474.9075,54447.965,1,0,0,69228.2,low_middle,1
573,Very poor,Spain,Male,56,fifties,3,154669.77,rest,2761.9601785714285,51556.59,1,0,1,115462.27,middle,1
555,Very poor,Spain,Male,50,fifties,7,128061.0,rest,2561.22,18294.42857142857,2,1,1,62375.1,low_middle,0
692,Fair,France,Female,31,thirties,2,119839.69,zero,3865.796451612903,0.0,2,1,0,91829.17,low_middle,1
476,Very poor,France,Female,40,forties,4,119839.69,zero,2995.9922500000002,0.0,2,0,0,182547.04,high,0
770,Good,Spain,Male,46,forties,9,190678.02,rest,4145.174347826087,21186.446666666667,1,1,1,14725.36,low,0
641,Poor,France,Female,40,forties,7,119839.69,zero,2995.9922500000002,0.0,1,1,0,126996.67,middle,0
705,Fair,France,Female,35,thirties,5,119839.69,zero,3423.991142857143,0.0,1,1,0,133991.11,middle,1
784,Excellent,France,Male,38,thirties,5,136712.91,rest,3597.708157894737,27342.582,1,0,1,169920.92,high,0
727,Good,Spain,Female,52,fifties,1,154733.97,rest,2975.653269230769,154733.97,1,1,0,80259.67,low_middle,1
576,Very poor,France,Female,41,forties,4,112609.91,rest,2746.5831707317075,28152.4775,1,0,0,191035.18,high,1
646,Poor,Spain,Male,69,sixties,10,115462.44,rest,1673.368695652174,11546.244,1,1,0,40421.87,low,0
638,Poor,France,Male,34,thirties,5,133501.36,rest,3926.5105882352937,26700.272,1,0,1,155643.04,high,0
632,Poor,Germany,Male,30,thirties,1,58668.02,rest,1955.6006666666665,58668.02,1,1,1,78670.52,low_middle,0
850,Excellent,Spain,Male,44,forties,7,89118.26,rest,2025.415,12731.179999999998,1,1,0,104240.77,middle,1
492,Very poor,France,Female,28,twenties,9,119839.69,zero,4279.988928571429,0.0,2,1,0,95957.09,low_middle,0
673,Fair,Germany,Female,77,seventies,10,76510.52,rest,993.6431168831169,7651.052000000001,2,0,1,59595.66,low_middle,0
609,Poor,Spain,Male,34,thirties,7,140694.78,rest,4138.081764705882,20099.254285714287,2,1,0,46266.63,low,0
701,Fair,Germany,Male,36,thirties,7,95448.32,rest,2651.3422222222225,13635.474285714286,2,1,0,189085.07,high,0
651,Poor,France,Male,34,thirties,4,91562.99,rest,2693.029117647059,22890.7475,1,1,1,123954.15,middle,0
508,Very poor,France,Male,31,thirties,8,72541.48,rest,2340.047741935484,9067.685,1,1,0,129803.08,middle,0
616,Poor,Spain,Female,43,forties,3,120867.18,rest,2810.8646511627903,40289.06,1,1,0,18761.92,low,1
489,Very poor,France,Male,34,thirties,5,119839.69,zero,3524.6967647058823,0.0,1,0,0,43540.59,low,0
567,Very poor,Spain,Female,45,forties,1,157320.51,rest,3496.0113333333334,157320.51,1,1,0,62193.92,low_middle,0
714,Fair,Spain,Male,27,twenties,3,119839.69,zero,4438.507037037037,0.0,3,1,1,129130.09,middle,0
678,Fair,Germany,Female,30,thirties,1,139676.95,rest,4655.8983333333335,139676.95,2,0,1,16146.0,low,0
581,Very poor,France,Female,55,fifties,6,119839.69,zero,2178.9034545454547,0.0,1,1,1,22442.13,low,0
748,Good,Spain,Male,60,sixties,3,119839.69,zero,1997.3281666666667,0.0,2,1,1,78194.37,low_middle,0
781,Excellent,France,Female,19,teenager,3,119839.69,zero,6307.352105263158,0.0,2,1,1,124297.32,middle,0
691,Fair,Spain,Male,21,twenties,3,103000.94,rest,4904.806666666666,34333.64666666667,1,1,1,104648.58,middle,0
507,Very poor,Germany,Male,31,thirties,2,134237.07,rest,4330.228064516129,67118.535,1,1,1,166423.66,high,1
724,Good,Germany,Male,34,thirties,6,118235.7,rest,3477.520588235294,19705.95,2,0,0,157137.23,high,0
705,Fair,Spain,Female,57,fifties,3,119839.69,zero,2102.450701754386,0.0,2,1,1,34134.14,low,0
708,Fair,Spain,Female,64,sixties,5,119839.69,zero,1872.49515625,0.0,3,0,1,112520.07,middle,1
580,Very poor,Germany,Male,38,thirties,9,115442.19,rest,3037.9523684210526,12826.91,2,1,0,128481.5,middle,1
850,Excellent,France,Male,38,thirties,5,119839.69,zero,3153.676052631579,0.0,2,1,0,16491.64,low,0
714,Fair,Spain,Male,25,twenties,2,119839.69,zero,4793.5876,0.0,1,1,1,132979.43,middle,0
559,Very poor,France,Female,43,forties,1,119839.69,zero,2786.969534883721,0.0,2,1,1,196645.87,high,0
577,Very poor,Spain,Female,44,forties,8,115557.0,rest,2626.2954545454545,14444.625,1,0,1,127506.76,middle,0
647,Poor,Germany,Female,35,thirties,3,166518.63,rest,4757.675142857143,55506.21,2,1,0,147930.46,middle,0
554,Very poor,Spain,Male,30,thirties,6,135370.12,rest,4512.337333333333,22561.686666666665,1,1,1,179689.05,high,1
549,Very poor,Germany,Male,54,fifties,5,92877.33,rest,1719.9505555555556,18575.466,1,1,0,2619.64,low,1
528,Very poor,France,Female,26,twenties,10,102073.67,rest,3925.9103846153844,10207.367,2,0,0,166799.93,high,0
720,Fair,Germany,Male,46,forties,3,97042.6,rest,2109.621739130435,32347.533333333336,1,1,1,133516.51,middle,1
743,Good,Spain,Male,41,forties,7,119839.69,zero,2922.919268292683,0.0,1,1,0,163736.09,high,1
615,Poor,Germany,Male,24,twenties,8,108528.07,rest,4522.002916666667,13566.00875,2,0,0,179488.41,high,1
635,Poor,Germany,Female,44,forties,2,79064.85,rest,1796.9284090909093,39532.425,2,0,1,113291.75,middle,0
686,Fair,Spain,Male,45,forties,3,74274.87,rest,1650.5526666666665,24758.29,3,1,0,64907.48,low_middle,1
840,Excellent,Spain,Female,36,thirties,6,119839.69,zero,3328.880277777778,0.0,2,1,0,141364.27,middle,0
695,Fair,France,Male,43,forties,1,100421.1,rest,2335.3744186046515,100421.1,1,1,1,101141.28,middle,0
564,Very poor,France,Male,26,twenties,7,84006.88,rest,3231.0338461538463,12000.982857142855,2,0,0,183490.99,high,0
805,Excellent,France,Female,31,thirties,4,119839.69,zero,3865.796451612903,0.0,2,1,0,4798.12,low,0
558,Very poor,Spain,Male,45,forties,4,119839.69,zero,2663.1042222222222,0.0,1,1,0,131807.14,middle,0
657,Poor,France,Female,39,thirties,4,80293.81,rest,2058.815641025641,20073.4525,1,1,0,97192.76,low_middle,0
641,Poor,France,Female,42,forties,7,125437.14,rest,2986.5985714285716,17919.591428571428,2,0,0,164128.58,high,0
755,Good,France,Male,36,thirties,8,119839.69,zero,3328.880277777778,0.0,2,1,0,176809.87,high,0
483,Very poor,France,Male,48,forties,1,119839.69,zero,2496.6602083333332,0.0,2,1,1,110059.38,middle,0
545,Very poor,Germany,Female,44,forties,2,127536.44,rest,2898.5554545454547,63768.22,1,1,0,108398.63,middle,0
678,Fair,France,Male,66,sixties,8,119839.69,zero,1815.752878787879,0.0,2,1,1,47117.03,low,0
781,Excellent,Germany,Female,48,forties,9,82794.18,rest,1724.8787499999999,9199.353333333333,1,1,0,124720.68,middle,1
571,Very poor,Spain,Female,22,twenties,3,108117.1,rest,4914.413636363636,36039.03333333333,1,0,1,53328.7,low_middle,0
634,Poor,Spain,Female,35,thirties,10,119839.69,zero,3423.991142857143,0.0,1,1,0,82634.41,low_middle,0
523,Very poor,Germany,Male,27,twenties,8,61688.61,rest,2284.7633333333333,7711.07625,2,1,0,147059.16,middle,0
501,Very poor,France,Female,40,forties,2,119839.69,zero,2995.9922500000002,0.0,2,0,0,141946.92,middle,0
662,Fair,France,Male,74,seventies,6,119839.69,zero,1619.4552702702704,0.0,2,1,0,123583.85,middle,0
573,Very poor,Spain,Male,50,fifties,0,159304.07,rest,3186.0814,0.0,1,0,1,155915.24,high,1
648,Poor,Germany,Male,33,thirties,5,138664.24,rest,4201.946666666667,27732.848,1,1,0,29076.27,low,0
662,Fair,France,Female,22,twenties,2,126362.57,rest,5743.753181818182,63181.285,2,1,1,97382.8,low_middle,0
725,Good,France,Male,39,thirties,4,160652.45,rest,4119.29358974359,40163.1125,2,1,0,57643.55,low_middle,0
563,Very poor,France,Female,35,thirties,2,183572.84,rest,5244.9382857142855,91786.42,1,1,1,66006.75,low_middle,1
628,Poor,France,Male,31,thirties,0,88421.81,rest,2852.316451612903,0.0,1,0,0,72350.47,low_middle,0
546,Very poor,Spain,Female,45,forties,2,119839.69,zero,2663.1042222222222,0.0,1,0,0,197789.83,high,1
688,Fair,Germany,Male,41,forties,2,112871.19,rest,2752.955853658537,56435.595,2,0,1,65520.74,low_middle,0
850,Excellent,Germany,Male,41,forties,8,60880.68,rest,1484.8946341463416,7610.085,1,1,0,31825.84,low,0
614,Poor,France,Female,34,thirties,5,119839.69,zero,3524.6967647058823,0.0,2,1,0,185561.89,high,0
719,Fair,France,Female,37,thirties,9,101455.7,rest,2742.0459459459457,11272.855555555556,1,1,0,25803.59,low,1
757,Good,France,Female,71,seventies,0,88084.13,rest,1240.6215492957747,0.0,2,1,1,154337.47,high,0
669,Fair,France,Male,29,twenties,7,119839.69,zero,4132.403103448276,0.0,2,1,1,138145.62,middle,0
438,Very poor,Germany,Male,59,fifties,7,127197.14,rest,2155.883728813559,18171.02,1,1,0,51565.98,low_middle,1
492,Very poor,France,Male,39,thirties,7,119839.69,zero,3072.812564102564,0.0,2,0,1,71323.23,low_middle,0
622,Poor,France,Female,39,thirties,9,83456.79,rest,2139.917692307692,9272.976666666666,2,0,0,38882.34,low,0
645,Poor,France,Male,42,forties,4,98298.18,rest,2340.432857142857,24574.545,1,1,1,676.06,low,0
728,Good,France,Male,37,thirties,0,119839.69,zero,3238.9105405405408,0.0,2,1,1,72203.8,low_middle,0
651,Poor,France,Male,35,thirties,2,86911.8,rest,2483.194285714286,43455.9,1,1,0,174094.24,high,0
783,Excellent,Germany,Female,42,forties,2,139707.28,rest,3326.3638095238093,69853.64,1,1,0,2150.22,low,0
732,Good,Spain,Female,67,sixties,1,119839.69,zero,1788.6520895522387,0.0,2,1,1,177783.04,high,0
553,Very poor,Spain,Female,39,thirties,1,142876.98,rest,3663.512307692308,142876.98,2,1,0,44363.42,low,0
660,Poor,France,Male,30,thirties,7,146301.31,rest,4876.710333333333,20900.187142857143,1,0,0,96847.91,low_middle,0
670,Fair,France,Female,40,forties,3,47364.45,rest,1184.11125,15788.15,1,1,1,148579.43,middle,1
718,Fair,France,Male,38,thirties,7,119839.69,zero,3153.676052631579,0.0,2,1,0,38308.34,low,0
787,Excellent,France,Male,51,fifties,0,58137.08,rest,1139.9427450980393,0.0,1,0,1,142538.31,middle,0
775,Good,Germany,Female,38,thirties,6,179886.41,rest,4733.852894736842,29981.068333333333,2,0,0,153122.58,high,0
479,Very poor,Germany,Male,24,twenties,6,107637.97,rest,4484.915416666667,17939.661666666667,2,0,1,169505.83,high,0
660,Poor,France,Female,20,twenties,6,167685.56,rest,8384.278,27947.59333333333,1,1,0,57929.9,low_middle,0
721,Good,Germany,Male,68,sixties,4,136525.99,rest,2007.7351470588235,34131.4975,1,0,0,175399.14,high,0
659,Poor,Germany,Male,39,thirties,8,52106.33,rest,1336.0597435897437,6513.29125,2,1,1,107964.36,middle,0
743,Good,France,Female,39,thirties,8,119839.69,zero,3072.812564102564,0.0,1,1,0,94263.44,low_middle,0
670,Fair,France,Female,45,forties,9,104930.38,rest,2331.7862222222225,11658.931111111113,1,1,0,155921.81,high,1
766,Good,Germany,Female,34,thirties,6,106434.94,rest,3130.439411764706,17739.156666666666,1,0,1,137995.66,middle,1
845,Excellent,Spain,Female,38,thirties,2,112803.92,rest,2968.5242105263155,56401.96,1,1,0,179631.85,high,0
710,Fair,Germany,Female,46,forties,10,120530.34,rest,2620.2247826086955,12053.034,1,1,0,166586.99,high,1
602,Poor,Germany,Female,43,forties,2,113641.49,rest,2642.8253488372093,56820.745,4,1,0,115116.35,middle,1
604,Poor,Spain,Male,43,forties,2,145081.72,rest,3373.993488372093,72540.86,1,1,1,23881.62,low,0
564,Very poor,Spain,Female,35,thirties,9,119839.69,zero,3423.991142857143,0.0,2,1,1,105837.38,middle,0
637,Poor,Germany,Female,27,twenties,7,135842.89,rest,5031.218148148148,19406.127142857145,1,1,1,101418.05,middle,0
527,Very poor,France,Female,31,thirties,1,112203.25,rest,3619.4596774193546,112203.25,1,1,0,182266.01,high,0
687,Fair,France,Male,34,thirties,7,129895.19,rest,3820.4467647058823,18556.45571428572,1,0,1,28698.17,low,0
756,Good,Germany,Male,41,forties,6,149049.92,rest,3635.3639024390245,24841.653333333332,1,0,1,50422.36,low,1
503,Very poor,Germany,Male,42,forties,9,153279.39,rest,3649.509285714286,17031.043333333335,1,1,1,151336.96,high,0
657,Poor,Spain,Male,42,forties,5,41473.33,rest,987.4602380952381,8294.666000000001,1,1,0,112979.6,middle,1
666,Fair,France,Female,40,forties,2,119839.69,zero,2995.9922500000002,0.0,2,0,0,36371.27,low,0
615,Poor,Germany,Male,39,thirties,5,113193.51,rest,2902.397692307692,22638.702,2,1,1,52166.25,low_middle,0
712,Fair,Germany,Male,27,twenties,8,113174.21,rest,4191.637407407407,14146.77625,2,1,0,147261.58,middle,0
764,Good,France,Female,24,twenties,0,119839.69,zero,4993.3204166666665,0.0,2,1,0,88724.49,low_middle,0
471,Very poor,France,Male,42,forties,3,164951.56,rest,3927.4180952380952,54983.85333333333,1,1,0,190531.77,high,0
608,Poor,Spain,Male,27,twenties,4,153325.1,rest,5678.707407407408,38331.275,1,1,1,199953.33,high,0
682,Fair,Spain,Female,47,forties,10,134032.01,rest,2851.7448936170213,13403.201,1,1,0,144290.97,middle,0
587,Very poor,Germany,Female,32,thirties,3,125445.04,rest,3920.1575,41815.01333333333,2,1,1,130514.78,middle,0
714,Fair,Germany,Female,35,thirties,6,126077.43,rest,3602.2122857142854,21012.905,2,1,1,53954.24,low_middle,0
630,Poor,Spain,Female,31,thirties,1,119839.69,zero,3865.796451612903,0.0,2,1,1,169802.73,high,0
648,Poor,Germany,Female,28,twenties,8,90371.09,rest,3227.5389285714286,11296.38625,1,1,1,146851.73,middle,0
785,Excellent,France,Female,40,forties,3,119839.69,zero,2995.9922500000002,0.0,2,1,1,96832.82,low_middle,0
601,Poor,Germany,Female,47,forties,1,142802.02,rest,3038.3408510638296,142802.02,1,1,1,57553.02,low_middle,0
717,Fair,France,Female,28,twenties,1,90537.16,rest,3233.4700000000003,90537.16,1,0,1,74800.99,low_middle,0
707,Fair,France,Female,44,forties,6,119839.69,zero,2723.6293181818182,0.0,2,1,1,192542.17,high,0
771,Good,France,Female,23,twenties,7,156123.73,rest,6787.988260869565,22303.390000000003,1,1,0,72990.62,low_middle,0
602,Poor,France,Female,35,thirties,5,119839.69,zero,3423.991142857143,0.0,2,1,0,31050.02,low,0
626,Poor,France,Male,38,thirties,7,141074.59,rest,3712.4892105263157,20153.512857142858,1,1,0,52795.56,low_middle,1
588,Very poor,Spain,Male,59,fifties,4,119839.69,zero,2031.181186440678,0.0,2,1,1,27435.41,low,0
616,Poor,Germany,Female,42,forties,6,117899.95,rest,2807.1416666666664,19649.991666666665,2,0,0,150266.81,high,0
621,Poor,Spain,Male,33,thirties,4,119839.69,zero,3631.505757575758,0.0,2,1,1,40299.23,low,0
674,Fair,France,Male,26,twenties,6,166257.96,rest,6394.536923076923,27709.66,1,1,1,149369.41,middle,0
633,Poor,Spain,Female,46,forties,3,119839.69,zero,2605.210652173913,0.0,2,1,0,120250.58,middle,0
698,Fair,Germany,Female,64,sixties,1,169362.43,rest,2646.28796875,169362.43,1,1,0,84760.32,low_middle,1
508,Very poor,France,Male,26,twenties,7,205962.0,rest,7921.615384615385,29423.14285714286,1,1,0,156424.4,high,0
736,Good,France,Female,24,twenties,0,119839.69,zero,4993.3204166666665,0.0,2,1,0,109355.73,middle,1
672,Fair,Germany,Male,68,sixties,0,126061.51,rest,1853.8457352941175,0.0,2,1,1,184936.77,high,0
613,Poor,France,Female,21,twenties,7,105627.95,rest,5029.902380952381,15089.707142857142,1,1,1,36560.51,low,0
712,Fair,France,Male,32,thirties,9,100606.02,rest,3143.938125,11178.446666666669,1,1,0,165693.06,high,0
624,Poor,France,Female,38,thirties,3,119839.69,zero,3153.676052631579,0.0,2,1,1,163666.85,high,0
676,Fair,France,Male,38,thirties,1,119839.69,zero,3153.676052631579,0.0,2,0,1,35644.79,low,0
683,Fair,Germany,Female,32,thirties,0,138171.1,rest,4317.846875,0.0,2,1,1,188203.58,high,0
489,Very poor,France,Female,31,thirties,7,139395.08,rest,4496.615483870967,19913.582857142854,1,0,1,6120.84,low,0
739,Good,France,Male,29,twenties,1,119839.69,zero,4132.403103448276,0.0,2,1,1,164484.78,high,0
701,Fair,France,Female,37,thirties,3,119839.69,zero,3238.9105405405408,0.0,2,1,1,164268.28,high,0
666,Fair,Germany,Female,50,fifties,7,109062.28,rest,2181.2456,15580.325714285716,1,1,1,140136.1,middle,1
565,Very poor,Germany,Female,40,forties,1,89994.71,rest,2249.8677500000003,89994.71,2,0,1,121084.27,middle,0
666,Fair,France,Male,36,thirties,3,119839.69,zero,3328.880277777778,0.0,2,1,0,35156.54,low,0
633,Poor,France,Male,59,fifties,2,103996.74,rest,1762.6566101694916,51998.37,1,1,1,103159.11,middle,0
578,Very poor,France,Male,34,thirties,4,175111.11,rest,5150.326764705882,43777.7775,1,1,1,74858.3,low_middle,0
812,Excellent,Spain,Female,49,forties,8,66079.45,rest,1348.5602040816325,8259.93125,2,0,0,91556.57,low_middle,1
809,Excellent,Germany,Male,33,thirties,8,148055.74,rest,4486.537575757576,18506.9675,1,0,0,199203.21,high,0
615,Poor,France,Male,36,thirties,6,119839.69,zero,3328.880277777778,0.0,1,1,1,27011.8,low,1
684,Fair,Spain,Female,31,thirties,8,119839.69,zero,3865.796451612903,0.0,2,1,0,188637.05,high,0
544,Very poor,France,Male,40,forties,8,119839.69,zero,2995.9922500000002,0.0,2,1,0,61581.2,low_middle,0
713,Fair,Germany,Male,47,forties,1,95994.98,rest,2042.4463829787232,95994.98,1,1,0,197529.23,high,0
633,Poor,France,Male,37,thirties,2,119839.69,zero,3238.9105405405408,0.0,2,1,0,182258.17,high,0
672,Fair,Germany,Female,23,twenties,10,110741.56,rest,4814.850434782608,11074.156,1,1,0,80778.5,low_middle,0
661,Fair,France,Male,35,thirties,5,119839.69,zero,3423.991142857143,0.0,1,1,0,155394.52,high,0
749,Good,Spain,Female,28,twenties,3,119839.69,zero,4279.988928571429,0.0,1,1,0,3408.7,low,0
635,Poor,Spain,Female,32,thirties,8,119839.69,zero,3744.9903125,0.0,2,1,1,19367.98,low,1
850,Excellent,Germany,Female,70,seventies,1,96947.58,rest,1384.9654285714287,96947.58,3,1,0,62282.99,low_middle,1
641,Poor,France,Male,41,forties,6,119839.69,zero,2922.919268292683,0.0,2,1,0,65396.79,low_middle,0
633,Poor,Germany,Male,30,thirties,2,109786.82,rest,3659.5606666666667,54893.41,2,1,1,139712.81,middle,0
413,Very poor,Spain,Male,35,thirties,2,119839.69,zero,3423.991142857143,0.0,2,1,1,60972.84,low_middle,0
538,Very poor,France,Male,31,thirties,1,119839.69,zero,3865.796451612903,0.0,2,1,0,1375.46,low,0
437,Very poor,France,Female,39,thirties,0,102721.49,rest,2633.884358974359,0.0,1,0,0,22191.82,low,0
612,Poor,Spain,Male,33,thirties,5,69478.57,rest,2105.4112121212124,13895.714000000002,1,1,0,8973.67,low,1
516,Very poor,Germany,Female,53,fifties,1,156674.2,rest,2956.1169811320756,156674.2,1,1,0,118502.34,middle,1
826,Excellent,Spain,Female,56,fifties,8,174506.1,rest,3116.1803571428572,21813.2625,2,0,1,161802.82,high,1
660,Poor,Germany,Female,23,twenties,6,166070.48,rest,7220.455652173913,27678.41333333333,2,0,0,90494.72,low_middle,0
646,Poor,Germany,Female,29,twenties,4,105957.44,rest,3653.704827586207,26489.36,1,1,0,15470.91,low,0
767,Good,France,Male,36,thirties,3,119839.69,zero,3328.880277777778,0.0,1,0,0,65147.27,low_middle,0
640,Poor,France,Male,40,forties,8,110340.68,rest,2758.517,13792.585,1,1,1,157886.6,high,0
778,Good,France,Male,33,thirties,1,119839.69,zero,3631.505757575758,0.0,2,1,0,85439.73,low_middle,0
679,Fair,Germany,Male,52,fifties,9,135870.01,rest,2612.8848076923077,15096.66777777778,2,0,0,54038.62,low_middle,0
549,Very poor,France,Male,31,thirties,4,119839.69,zero,3865.796451612903,0.0,2,0,1,25684.85,low,0
598,Very poor,France,Male,47,forties,2,119839.69,zero,2549.7806382978724,0.0,2,1,1,186116.54,high,0
655,Poor,France,Female,45,forties,0,119839.69,zero,2663.1042222222222,0.0,2,1,0,166830.71,high,0
494,Very poor,France,Male,30,thirties,3,85704.95,rest,2856.8316666666665,28568.316666666666,1,0,1,27886.06,low,0
653,Poor,France,Female,42,forties,1,119839.69,zero,2853.3259523809525,0.0,2,1,1,5768.32,low,0
539,Very poor,Germany,Female,38,thirties,8,105435.74,rest,2774.6247368421054,13179.4675,1,0,0,80575.44,low_middle,1
645,Poor,France,Female,37,thirties,1,119839.69,zero,3238.9105405405408,0.0,2,1,1,68987.55,low_middle,0
751,Good,Germany,Male,34,thirties,9,108513.25,rest,3191.5661764705883,12057.027777777776,2,1,1,27097.82,low,0
528,Very poor,France,Male,35,thirties,3,156687.1,rest,4476.774285714286,52229.03333333333,1,1,0,199320.77,high,0
696,Fair,Germany,Male,31,thirties,3,150604.52,rest,4858.210322580645,50201.50666666666,1,0,0,5566.6,low,0
716,Fair,France,Female,44,forties,6,155114.9,rest,3525.3386363636364,25852.483333333334,1,0,0,133871.83,middle,0
602,Poor,France,Female,35,thirties,8,119839.69,zero,3423.991142857143,0.0,2,1,1,152843.53,high,0
647,Poor,Spain,Female,64,sixties,1,91216.0,rest,1425.25,91216.0,1,1,1,41800.18,low,0
850,Excellent,Germany,Male,61,sixties,3,141784.02,rest,2324.328196721311,47261.34,1,1,1,92053.75,low_middle,0
590,Very poor,France,Female,32,thirties,0,127763.24,rest,3992.60125,0.0,1,1,0,100717.54,middle,0
825,Excellent,Spain,Female,32,thirties,1,119839.69,zero,3744.9903125,0.0,2,1,1,42935.15,low,0
850,Excellent,Spain,Male,31,thirties,6,82613.56,rest,2664.953548387097,13768.926666666666,2,1,0,149170.92,middle,0
789,Excellent,France,Female,32,thirties,7,69423.52,rest,2169.485,9917.645714285714,1,1,0,107499.39,middle,0
701,Fair,France,Female,42,forties,6,86167.82,rest,2051.614761904762,14361.303333333335,1,1,0,153342.38,high,0
713,Fair,Spain,Female,47,forties,1,119839.69,zero,2549.7806382978724,0.0,1,1,0,107825.08,middle,1
570,Very poor,France,Male,30,thirties,2,131406.56,rest,4380.218666666667,65703.28,1,1,1,47952.45,low,0
536,Very poor,Germany,Female,44,forties,4,121898.82,rest,2770.427727272727,30474.705,1,0,0,131007.18,middle,0
771,Good,Germany,Male,32,thirties,9,77487.2,rest,2421.475,8609.688888888888,1,0,0,33143.04,low,0
512,Very poor,France,Female,75,seventies,2,119839.69,zero,1597.8625333333334,0.0,1,1,0,123304.62,middle,0
698,Fair,Spain,Male,45,forties,5,164450.94,rest,3654.4653333333335,32890.188,1,1,0,141970.02,middle,1
656,Poor,France,Male,33,thirties,7,138705.02,rest,4203.182424242424,19815.002857142856,2,1,0,37136.15,low,0
761,Good,Spain,Male,37,thirties,7,132730.17,rest,3587.3018918918924,18961.45285714286,1,1,0,199293.01,high,0
709,Fair,France,Female,30,thirties,5,119839.69,zero,3994.6563333333334,0.0,2,0,1,161388.22,high,0
597,Very poor,Spain,Female,66,sixties,3,119839.69,zero,1815.752878787879,0.0,1,1,1,70532.53,low_middle,0
592,Very poor,France,Male,28,twenties,2,116498.22,rest,4160.6507142857145,58249.11,1,1,0,144290.25,middle,0
599,Very poor,France,Female,41,forties,1,119839.69,zero,2922.919268292683,0.0,2,1,0,96069.82,low_middle,0
572,Very poor,Germany,Female,35,thirties,1,139979.07,rest,3999.402,139979.07,1,1,0,185662.84,high,0
611,Poor,Germany,Female,43,forties,9,127216.31,rest,2958.518837209302,14135.145555555557,2,0,1,17913.25,low,0
634,Poor,France,Female,45,forties,2,119839.69,zero,2663.1042222222222,0.0,4,1,0,101039.53,middle,1
666,Fair,France,Male,51,fifties,2,148222.65,rest,2906.326470588235,74111.325,1,0,0,156953.54,high,1
696,Fair,France,Female,41,forties,8,119839.69,zero,2922.919268292683,0.0,2,0,0,28276.83,low,0
669,Fair,France,Female,38,thirties,8,119839.69,zero,3153.676052631579,0.0,2,1,0,84049.16,low_middle,0
726,Good,Spain,Male,30,thirties,8,134152.29,rest,4471.743,16769.03625,1,1,1,147822.44,middle,0
497,Very poor,Germany,Female,32,thirties,8,111537.23,rest,3485.5384375,13942.15375,4,1,1,9497.99,low,1
750,Good,Spain,Female,39,thirties,7,119565.92,rest,3065.7928205128205,17080.845714285715,1,1,0,87067.73,low_middle,0
850,Excellent,Spain,Female,29,twenties,7,119839.69,zero,4132.403103448276,0.0,2,1,0,23237.25,low,0
617,Poor,Spain,Male,38,thirties,7,119839.69,zero,3153.676052631579,0.0,1,1,1,27239.28,low,0
652,Poor,Germany,Male,46,forties,10,121063.8,rest,2631.8217391304347,12106.38,3,1,0,151481.86,high,1
560,Very poor,Spain,Female,27,twenties,7,124995.98,rest,4629.480740740741,17856.568571428572,1,1,1,114669.79,middle,0
629,Poor,Spain,Male,39,thirties,5,119839.69,zero,3072.812564102564,0.0,2,0,0,116748.14,middle,0
660,Poor,Germany,Female,52,fifties,4,86891.84,rest,1670.996923076923,21722.96,1,1,0,90877.76,low_middle,0
676,Fair,France,Male,38,thirties,8,119839.69,zero,3153.676052631579,0.0,2,1,1,133692.88,middle,0
581,Very poor,Spain,Male,43,forties,9,78022.61,rest,1814.4793023255813,8669.17888888889,1,0,1,30662.91,low,0
798,Excellent,France,Male,34,thirties,9,154495.79,rest,4543.993823529412,17166.198888888888,1,1,0,191395.88,high,0
705,Fair,France,Male,38,thirties,1,189443.72,rest,4985.361052631579,189443.72,1,0,1,106648.58,middle,0
714,Fair,Spain,Female,31,thirties,6,152926.6,rest,4933.116129032258,25487.766666666663,1,1,1,50899.91,low,0
664,Fair,France,Female,44,forties,8,142989.69,rest,3249.7656818181817,17873.71125,1,1,1,115452.51,middle,1
697,Fair,Germany,Male,43,forties,7,115371.94,rest,2683.0683720930233,16481.705714285716,2,1,0,64139.1,low_middle,0
609,Poor,France,Male,37,thirties,6,119839.69,zero,3238.9105405405408,0.0,2,0,1,22030.72,low,0
548,Very poor,Spain,Male,38,thirties,0,178056.54,rest,4685.698421052632,0.0,2,1,0,38434.73,low,0
850,Excellent,Spain,Male,39,thirties,6,206014.94,rest,5282.434358974359,34335.823333333334,2,0,1,42774.84,low,1
656,Poor,France,Male,41,forties,2,119839.69,zero,2922.919268292683,0.0,2,1,0,158973.77,high,0
727,Good,Germany,Male,37,thirties,9,101191.83,rest,2734.9143243243243,11243.536666666669,1,1,1,34551.35,low,1
642,Poor,France,Female,55,fifties,7,119839.69,zero,2178.9034545454547,0.0,2,1,1,101515.76,middle,0
